ID,Titulo,Epica,EpicaNombre,Como,Quiero,Para,Puntos,Microservicio,PaqueteFlutter,Tablas,Pantalla,DependeDe,Etiquetas,CriteriosAceptacion,Notas
HU-037,Crear una venta en borrador con sus líneas,E04,Ventas · transacción del patrón Venta directa,vendedor,armar una venta agregando productos con su cantidad y precio,poder cobrar lo que el cliente lleva,8,servicio-ventas,ventas,"ventas, venta_lineas, consecutivos",design/pantallas/POSWeb.html,"HU-028, HU-036","ventas, backend, clave","1. Dado un producto agregado, cuando se crea la línea, entonces guarda copia del SKU, nombre, precio, impuesto y costo del momento.
2. Dado que mañana cambia el precio del producto, cuando reimprimo esta venta, entonces muestra el precio de hoy.
3. Dada una línea, cuando cambio la cantidad, entonces los totales de la venta se recalculan y se persisten.
4. Dado un número de venta, cuando se asigna, entonces es consecutivo dentro de mi negocio y no choca con el de otro negocio.
5. Dada una venta confirmada, cuando intento editar sus líneas, entonces responde 409.","Los snapshots en la línea son la defensa contra corromper el histórico: si la línea solo guardara `producto_id`, subir un precio mañana cambiaría el total de las ventas de ayer."
HU-038,Saga de confirmación de venta con reserva de stock,E04,Ventas · transacción del patrón Venta directa,arquitecto,que confirmar una venta reserve el stock y compense si no alcanza,que no exista una venta confirmada sin stock descontado ni stock descontado sin venta,13,servicio-ventas,—,"ventas, sagas, outbox_eventos",—,"HU-035, HU-037","ventas, backend, eventos, clave","1. Dada una venta en borrador, cuando la confirmo, entonces pasa a `PENDIENTE_STOCK` y se publica `solicitar_reserva_stock` en la misma transacción.
2. Dado `stock_reservado`, cuando llega, entonces la venta pasa a `CONFIRMADA` y se publica `venta_completada`.
3. Dado `stock_reserva_fallida`, cuando llega, entonces la venta vuelve a `BORRADOR` con el motivo y la saga queda `COMPENSADA`.
4. Dada una saga sin respuesta pasado su timeout, cuando el job la revisa, entonces la compensa igual que si hubiera fallado.
5. Dado que el servicio se reinicia con sagas en curso, cuando vuelve, entonces las retoma desde su estado persistido.",No hay `@Transactional` que cubra dos servicios. Este es el mecanismo que lo reemplaza.
HU-039,"Registrar el pago de una venta, incluso mixto",E04,Ventas · transacción del patrón Venta directa,cajero,cobrar una venta con uno o varios medios de pago,poder aceptar que alguien pague una parte en efectivo y otra con tarjeta,5,servicio-ventas,ventas,"pagos_venta, ventas",design/pantallas/CobroWeb.html,HU-037,"ventas, backend, flutter","1. Dada una venta, cuando registro pagos por menos del total, entonces no se puede cerrar.
2. Dado un pago en efectivo mayor al total, cuando lo registro, entonces se calcula y muestra el cambio.
3. Dados dos medios de pago que suman el total, cuando los registro, entonces la venta queda pagada.
4. Dado un pago a crédito, cuando lo registro, entonces se valida el cupo del cliente y se crea la cuenta por cobrar.
5. Dado un pago con tarjeta, cuando lo registro, entonces guardo la referencia del voucher y la franquicia.",
HU-040,Venta a crédito con validación de cupo,E04,Ventas · transacción del patrón Venta directa,vendedor,vender a plazo a un cliente con cupo aprobado,no perder la venta del cliente habitual que paga a 30 días,5,servicio-ventas,ventas,"ventas, pagos_venta",—,"HU-022, HU-039","ventas, backend","1. Dado un cliente sin crédito habilitado, cuando intento venderle a plazo, entonces se rechaza.
2. Dado un cliente cuyo saldo más esta venta supera su cupo, cuando confirmo, entonces se rechaza indicando cuánto se excede.
3. Dada una venta a crédito confirmada, cuando se publica el evento, entonces Clientes crea la cuenta por cobrar con su fecha de vencimiento.
4. Dado un cliente con cartera vencida, cuando intento venderle a crédito, entonces se advierte y se exige autorización de un rol superior.",
HU-041,Anular una venta con reintegro de stock,E04,Ventas · transacción del patrón Venta directa,administrador del negocio,anular una venta mal registrada,corregir un error sin que el inventario quede mal,5,servicio-ventas,ventas,"ventas, movimientos_inventario",—,HU-037,"ventas, backend","1. Dada una venta confirmada, cuando la anulo con motivo, entonces pasa a `ANULADA` y se publica `venta_anulada`.
2. Dado ese evento, cuando lo consume Inventario, entonces reintegra el stock con un movimiento de entrada.
3. Dada una venta ya facturada electrónicamente, cuando intento anularla, entonces se rechaza y se indica que debe emitirse una nota crédito.
4. Dada una venta anulada, cuando la consulto, entonces consta quién la anuló, cuándo y por qué.",
HU-042,Devoluciones totales y parciales,E04,Ventas · transacción del patrón Venta directa,vendedor,recibir la devolución de parte de una venta,atender al cliente que devuelve solo uno de los productos que llevó,5,servicio-ventas,ventas,"devoluciones, devolucion_lineas, venta_lineas",—,HU-041,"ventas, backend, flutter","1. Dada una venta de 10 unidades, cuando devuelvo 3, entonces la venta queda `DEVUELTA_PARCIAL` y la línea registra 3 devueltas.
2. Dado que ya devolví 3 de 10, cuando intento devolver 8 más, entonces se rechaza.
3. Dada una devolución con reintegro de stock, cuando la confirmo, entonces la mercancía vuelve a la bodega indicada.
4. Dada una devolución de producto defectuoso, cuando marco que no reintegra, entonces el stock no sube y queda constancia del motivo.
5. Dada una devolución sobre una venta facturada, cuando la confirmo, entonces se dispara la emisión de la nota crédito.",
HU-043,Sincronización de ventas creadas sin conexión,E04,Ventas · transacción del patrón Venta directa,vendedor en ruta,registrar ventas sin señal y que suban solas al recuperar conexión,no perder la venta ni tener que volver a digitarla,8,servicio-ventas,ventas,"ventas, operaciones_sync",—,"HU-038, HU-111","ventas, backend, flutter, clave","1. Dado que no hay conexión, cuando registro una venta, entonces se guarda localmente con su propio UUID y queda en la cola.
2. Dado que vuelve la conexión, cuando el proceso de fondo sube la cola, entonces las ventas se crean en el servidor en el orden en que ocurrieron.
3. Dado un reintento de subida de la misma venta, cuando llega, entonces choca contra `UNIQUE(negocio_id, origen_offline_id)` y devuelve la venta ya creada en vez de duplicarla.
4. Dada una venta offline cuyo stock ya no alcanza al sincronizar, cuando se procesa, entonces queda marcada como conflicto y se avisa al vendedor.
5. Dado el celular sin batería a mitad de la cola, cuando vuelve a encender, entonces la cola continúa donde quedó.",Por esto toda PK es UUID y no `BIGSERIAL`: el cliente tiene que poder crear la venta y referenciarla localmente antes de hablar con el servidor.
HU-044,Cotizaciones que se convierten en venta,E04,Ventas · transacción del patrón Venta directa,vendedor,hacer una cotización y luego convertirla en venta,no volver a digitar todo cuando el cliente acepta,3,servicio-ventas,ventas,"cotizaciones, ventas",—,HU-036,"ventas, backend","1. Dada una cotización, cuando la convierto, entonces se crea una venta en borrador con las mismas líneas.
2. Dada una cotización vencida, cuando intento convertirla, entonces se advierte que los precios pueden haber cambiado.
3. Dada una cotización convertida, cuando la consulto, entonces está enlazada a la venta resultante.",
HU-045,Pantalla de POS en móvil y en web,E04,Ventas · transacción del patrón Venta directa,vendedor,armar y cobrar una venta desde el celular o desde el computador,atender igual de rápido en el mostrador y en la oficina,8,—,ventas,"ventas, venta_lineas, productos, existencias",design/pantallas/POSMovil.html,"HU-037, HU-035","ventas, flutter","1. Dado el celular, cuando abro el POS, entonces el buscador y el escáner están al alcance del pulgar y los botones miden al menos 44 px.
2. Dado el navegador, cuando abro el POS, entonces veo la rejilla de productos y el carrito en un panel lateral al mismo tiempo.
3. Dado un producto sin stock, cuando lo agrego, entonces se advierte antes de confirmar, no después.
4. Dado que es la misma pantalla, cuando reviso el código, entonces hay un solo widget que se adapta con `LayoutBuilder`, no dos.",
HU-046,Administrar proveedores,E05,Compras y proveedores,administrador del negocio,registrar mis proveedores con sus condiciones,saber a quién comprarle y con qué plazo,3,servicio-compras,compras,"proveedores, proveedor_productos",—,HU-011,"compras, backend, flutter","1. Dado un proveedor con documento repetido, cuando lo creo, entonces responde 409.
2. Dado un proveedor, cuando le asocio productos con su código y costo, entonces al crear una orden esos costos se sugieren solos.
3. Dado un proveedor marcado preferido para un producto, cuando genero una sugerencia de compra, entonces aparece primero.",
HU-047,Órdenes de compra con aprobación,E05,Compras y proveedores,administrador del negocio,crear órdenes de compra y aprobarlas antes de enviarlas,controlar el gasto antes de comprometerlo,5,servicio-compras,compras,"ordenes_compra, orden_compra_lineas",—,HU-046,"compras, backend, flutter","1. Dada una orden en borrador, cuando la apruebo, entonces queda registrado quién aprobó y cuándo.
2. Dado un usuario sin permiso de aprobación, cuando intenta aprobar, entonces responde 403.
3. Dada una orden aprobada, cuando intento editar sus líneas, entonces responde 409.
4. Dada una orden, cuando la consulto, entonces veo cuánto se ha recibido de cada línea y cuánto falta.",
HU-048,Recepción de mercancía con captura de lotes,E05,Compras y proveedores,bodeguero,recibir la mercancía de una orden y capturar lote y vencimiento donde aplique,"que el inventario refleje lo que llegó de verdad, con su trazabilidad sanitaria",8,servicio-compras,compras,"recepciones, recepcion_lineas, ordenes_compra",design/pantallas/RecepcionWeb.html,"HU-047, HU-031","compras, backend, flutter, clave","1. Dado un producto cuya categoría exige lote, cuando lo recibo sin capturarlo, entonces responde 422.
2. Dado un producto que no maneja lotes, cuando lo recibo, entonces los campos de lote no aparecen.
3. Dada una recepción confirmada, cuando se publica `recepcion_registrada`, entonces Inventario da entrada y recalcula el costo promedio ponderado.
4. Dada una cantidad recibida mayor a la pedida más el 5% de tolerancia, cuando la registro, entonces se rechaza.
5. Dada una recepción parcial, cuando la confirmo, entonces la orden queda en estado `PARCIAL` y admite otra recepción.
6. Dada una recepción confirmada, cuando se crea la cuenta por pagar, entonces toma la fecha de vencimiento del plazo del proveedor.","El lote se captura al recibir, no en la ficha del producto: el mismo medicamento entra con lotes distintos cada semana."
HU-049,Cuentas por pagar y pagos a proveedores,E05,Compras y proveedores,administrador del negocio,llevar lo que le debo a cada proveedor y registrar los pagos,no quedar mal con un proveedor por olvido,5,servicio-compras,compras,"cuentas_por_pagar, pagos_proveedor",—,HU-048,"compras, backend","1. Dada una recepción confirmada, cuando se registra la factura del proveedor, entonces se crea la cuenta por pagar con su vencimiento.
2. Dado un pago parcial, cuando lo registro, entonces el saldo baja y el estado pasa a `PARCIAL`.
3. Dada una cuenta vencida, cuando consulto el listado, entonces aparece marcada y ordenada por antigüedad.
4. Dado un número de factura repetido para el mismo proveedor, cuando lo registro, entonces responde 409.",
HU-050,Sugerencia de compra a partir de stock bajo mínimo,E05,Compras y proveedores,administrador del negocio,que el sistema me sugiera qué reponer,no descubrir que se acabó algo cuando el cliente ya lo está pidiendo,5,servicio-compras,compras,"proveedor_productos, ordenes_compra",—,"HU-046, HU-093","compras, backend","1. Dado un evento `stock_bajo_minimo`, cuando lo consume Compras, entonces el producto entra a la lista de sugerencias.
2. Dada la lista de sugerencias, cuando la genero, entonces agrupa por proveedor preferido y calcula la cantidad hasta el stock máximo.
3. Dada una sugerencia, cuando la acepto, entonces se crea una orden de compra en borrador con esas líneas.
4. Dado un producto sin proveedor asociado, cuando aparece en la sugerencia, entonces se marca para que se le asigne uno.",
HU-051,Recepción desde el celular en la bodega,E05,Compras y proveedores,bodeguero,"recibir mercancía desde el celular, parado junto a las cajas",no tener que anotar en papel y digitar después,5,—,compras,"recepciones, recepcion_lineas",design/pantallas/RecepcionMovil.html,HU-048,"compras, flutter","1. Dado el celular, cuando abro la orden, entonces veo las líneas con la cantidad pedida y campos grandes para la recibida.
2. Dado un producto con lote, cuando llego a esa línea, entonces aparecen los campos de lote y vencimiento con teclado numérico.
3. Dado que escaneo el código del producto, cuando lo leo, entonces salta a esa línea de la orden.
4. Dado que no hay señal en la bodega, cuando registro la recepción, entonces se guarda local y sube después.",
HU-052,Administrar resoluciones de numeración DIAN,E06,Facturación electrónica DIAN,administrador del negocio,cargar mis resoluciones de facturación con su rango,poder facturar legalmente y saber cuándo se me está agotando el rango,5,servicio-facturacion,facturacion,resoluciones,—,HU-018,"facturacion, backend","1. Dada una resolución, cuando la cargo, entonces registro número, prefijo, rango, clave técnica y vigencia.
2. Dado un rango con `hasta` menor que `desde`, cuando lo guardo, entonces se rechaza.
3. Dada una resolución vigente del mismo tipo y sucursal, cuando activo otra, entonces se rechaza — solo puede haber una.
4. Dada una resolución con menos del 10% del rango disponible, cuando se emite una factura, entonces se genera una alerta.
5. Dada una resolución vencida, cuando intento facturar con ella, entonces se rechaza.",
HU-053,Emitir factura desde cualquiera de los tres patrones,E06,Facturación electrónica DIAN,arquitecto,"que Facturación emita a partir de una venta, una estancia o una comanda",no tener que reescribir el servicio cuando se activa otro patrón,13,servicio-facturacion,—,"facturas, factura_lineas, factura_impuestos, resoluciones",design/pantallas/FacturaWeb.html,"HU-054, HU-038","facturacion, backend, eventos, clave","1. Dado `venta_completada`, cuando llega, entonces se emite la factura con origen `VENTA`.
2. Dado `estancia_finalizada`, cuando llega, entonces se emite con origen `RESERVA` sin cambiar el código del servicio.
3. Dado `pedido_completado`, cuando llega, entonces se emite con origen `COMANDA`.
4. Dado el mismo evento entregado dos veces, cuando llega el duplicado, entonces no se emite una segunda factura para el mismo documento origen.
5. Dada la emisión, cuando se guarda, entonces `emisor_snapshot` y `cliente_snapshot` quedan congelados en JSONB.
6. Dado que mañana cambian los datos del cliente, cuando reimprimo la factura, entonces muestra los datos de la fecha de emisión.","Por eso `origen_tipo` + `origen_id` es polimórfico y no una FK a `ventas`: con tres patrones, «Facturación depende de Ventas» deja de ser cierto."
HU-054,Asignación del consecutivo dentro del rango autorizado,E06,Facturación electrónica DIAN,contador,que la numeración sea continua y no se salga del rango,que la DIAN no rechace la facturación por huecos o números fuera de rango,8,servicio-facturacion,—,"resoluciones, facturas",—,HU-052,"facturacion, backend, clave","1. Dada una emisión, cuando se asigna el número, entonces se toma con bloqueo sobre la resolución dentro de la transacción.
2. Dadas dos emisiones concurrentes, cuando ocurren a la vez, entonces reciben números distintos y consecutivos, sin huecos.
3. Dado el último número del rango, cuando se emite, entonces la resolución pasa a `AGOTADA` y las siguientes emisiones se rechazan.
4. Dado un rollback de la transacción, cuando ocurre, entonces el consecutivo no se consume.",Un `BIGSERIAL` no sirve: deja huecos ante cualquier rollback y no conoce el rango autorizado.
HU-055,Firma digital y transmisión a la DIAN,E06,Facturación electrónica DIAN,contador,"que la factura se firme y se transmita, y quede constancia de la respuesta",poder demostrar qué se envió y qué respondieron,13,servicio-facturacion,—,"facturas, transmisiones, certificados",—,HU-053,"facturacion, backend, seguridad","1. Dada una factura generada, cuando se firma, entonces se calcula el CUFE y se guarda el XML firmado en almacenamiento externo, no en la base.
2. Dada la transmisión, cuando responde la DIAN, entonces queda el request y el response completos en `transmisiones`.
3. Dado un rechazo, cuando llega, entonces la factura queda `RECHAZADA` con el código de error y se genera una alerta.
4. Dado un fallo de red, cuando ocurre, entonces se reintenta con backoff y no se pierde la factura.
5. Dado un certificado por vencer en menos de 30 días, cuando se revisa, entonces se alerta.
6. Dado el archivo `.p12`, cuando reviso dónde está, entonces está en un gestor de secretos y en la base solo queda la referencia.",
HU-056,Notas crédito,E06,Facturación electrónica DIAN,contador,emitir una nota crédito contra una factura,poder anular o corregir legalmente una factura ya aceptada,8,servicio-facturacion,facturacion,"facturas, factura_lineas",—,HU-055,"facturacion, backend","1. Dada una factura aceptada, cuando emito una nota crédito, entonces queda referenciada a la factura origen con su código de motivo DIAN.
2. Dada una nota crédito sin factura origen, cuando intento emitirla, entonces el CHECK de la base lo rechaza.
3. Dado un evento `devolucion_registrada`, cuando llega, entonces se emite la nota crédito por el monto devuelto.
4. Dada una nota crédito emitida, cuando consulto la factura origen, entonces se ve enlazada.",Una factura emitida no se edita ni se borra: se anula con una nota crédito que la referencia.
HU-057,Modo de contingencia cuando la DIAN no responde,E06,Facturación electrónica DIAN,contador,poder seguir facturando cuando el servicio de la DIAN está caído,no tener que cerrar el negocio porque un tercero falló,5,servicio-facturacion,—,"contingencias, facturas",—,HU-055,"facturacion, backend","1. Dado que la DIAN no responde tras los reintentos, cuando se supera el umbral, entonces se abre una contingencia y se avisa.
2. Dada una contingencia abierta, cuando se emite una factura, entonces se marca `CONTINGENCIA` y se entrega al cliente.
3. Dado que la DIAN vuelve, cuando se cierra la contingencia, entonces las facturas pendientes se transmiten en orden.
4. Dada la contingencia, cuando la consulto, entonces sé cuántas facturas quedaron afectadas.",
HU-058,Consulta y envío de facturas al cliente,E06,Facturación electrónica DIAN,cajero,"ver una factura emitida, imprimirla y enviarla por correo",entregarle al cliente su comprobante como lo pida,5,—,facturacion,"facturas, transmisiones",design/pantallas/FacturaMovil.html,HU-053,"facturacion, flutter","1. Dada una factura, cuando la abro, entonces veo emisor, adquiriente, líneas, impuestos, CUFE, QR y su trazabilidad.
2. Dada una factura aceptada, cuando la envío por correo, entonces se adjuntan el PDF y el XML.
3. Dado el celular, cuando la abro, entonces el CUFE se ve completo y se puede copiar.
4. Dada una factura rechazada, cuando la abro, entonces el motivo del rechazo está visible sin tener que buscarlo.",
HU-059,Abrir y cerrar sesión de caja,E07,Caja y POS,cajero,abrir mi caja con una base y cerrarla declarando lo que conté,que quede claro de quién es la responsabilidad del efectivo del turno,5,servicio-caja,ventas,"cajas, sesiones_caja",design/pantallas/CobroWeb.html,HU-018,"caja, backend, flutter","1. Dada una caja con una sesión abierta, cuando intento abrir otra, entonces se rechaza — solo una a la vez.
2. Dada la apertura, cuando declaro el monto base, entonces se registra como primer movimiento.
3. Dado el cierre, cuando declaro lo contado, entonces el sistema calcula la diferencia contra lo esperado.
4. Dada una diferencia distinta de cero, cuando cierro, entonces la sesión queda `DESCUADRADA` y se publica `caja_descuadrada`.
5. Dada una sesión abierta, cuando el cajero intenta salir sin cerrarla, entonces se le advierte.",
HU-060,Movimientos de caja desde los tres patrones,E07,Caja y POS,cajero,que todo cobro entre a mi caja sin importar de dónde venga,que el arqueo cuadre aunque el negocio sea un restaurante o un hotel,5,servicio-caja,—,"movimientos_caja, sesiones_caja",—,HU-059,"caja, backend, eventos","1. Dado `venta_completada`, cuando llega, entonces se registra el movimiento en la sesión de caja indicada.
2. Dado `pedido_completado`, cuando llega, entonces se registra igual, con origen `COMANDA`.
3. Dada una reserva con anticipo, cuando se cobra, entonces entra a la caja con origen `RESERVA`.
4. Dado el mismo evento entregado dos veces, cuando llega el duplicado, entonces la clave de idempotencia impide el doble registro.",Caja no vive dentro de Ventas justamente por esto: los tres patrones cobran.
HU-061,"Ingresos, retiros y gastos de caja",E07,Caja y POS,cajero,registrar retiros de efectivo y gastos menores,que el arqueo cuadre cuando saco plata para consignar,3,servicio-caja,ventas,movimientos_caja,—,HU-059,"caja, backend, flutter","1. Dado un retiro, cuando lo registro, entonces exige concepto y baja el efectivo esperado.
2. Dado un retiro por encima de un monto configurado, cuando lo registro, entonces exige autorización de un rol superior y queda quién autorizó.
3. Dado un ingreso, cuando lo registro, entonces sube el efectivo esperado con su concepto.",
HU-062,Arqueo por denominaciones,E07,Caja y POS,cajero,contar el efectivo por billetes y monedas al cerrar,no equivocarme sumando de cabeza,3,servicio-caja,ventas,"arqueo_denominaciones, sesiones_caja",design/pantallas/CobroWeb.html,HU-059,"caja, backend, flutter","1. Dado el cierre, cuando ingreso la cantidad de cada denominación, entonces el total se calcula solo.
2. Dado el total contado, cuando lo comparo con lo esperado, entonces la diferencia se muestra en el momento, antes de confirmar.
3. Dada una denominación repetida, cuando la ingreso, entonces se rechaza.",
HU-063,Reporte de cierre de caja,E07,Caja y POS,gerente,ver el resumen del turno de cada caja,saber si hubo descuadres y de quién fue el turno,3,servicio-caja,reportes,"sesiones_caja, movimientos_caja",—,HU-062,"caja, backend, flutter","1. Dada una sesión cerrada, cuando consulto su reporte, entonces veo totales por medio de pago, movimientos y diferencia.
2. Dado un rango de fechas, cuando consulto, entonces veo todas las sesiones con su estado.
3. Dada una sesión descuadrada, cuando la reviso, entonces destaca visualmente frente a las cuadradas.",
HU-064,Tipos de recurso con atributos configurables,E08,Recursos · catálogo del patrón Reserva,administrador del hotel,definir mis tipos de recurso y qué campos describe cada uno,"que una habitación, una cancha y un consultorio usen el mismo sistema",5,servicio-recursos,recursos,"tipos_recurso, atributos_tipo_recurso",design/pantallas/RecursoWeb.html,HU-011,"recursos, backend, flutter","1. Dado un tipo de recurso, cuando defino sus atributos, entonces funcionan igual que los de categoría en Inventario.
2. Dado un tipo, cuando defino su unidad de tiempo, entonces elijo entre MINUTO, HORA, NOCHE, DIA y SESION.
3. Dado un tipo con buffer de limpieza, cuando se calcula la disponibilidad, entonces ese tiempo se descuenta entre reservas.
4. Dado un atributo obligatorio, cuando creo un recurso sin él, entonces responde 422.","Espejo exacto de `categorias` + `atributos_categoria`. La misma técnica, otro patrón."
HU-065,Administrar recursos individuales,E08,Recursos · catálogo del patrón Reserva,administrador del hotel,"dar de alta cada habitación, cancha o consultorio",poder reservarlos uno por uno,3,servicio-recursos,recursos,recursos,design/pantallas/RecursoWeb.html,HU-064,"recursos, backend, flutter","1. Dado un código repetido en mi negocio, cuando creo el recurso, entonces responde 409.
2. Dado un recurso, cuando cambio su estado a MANTENIMIENTO, entonces deja de aparecer como disponible.
3. Dado un recurso con reservas futuras, cuando intento eliminarlo, entonces responde 409.
4. Dados sus atributos, cuando los guardo, entonces quedan en el JSONB `atributos` validados contra su tipo.",
HU-066,"Tarifas por temporada, día y franja con prioridad",E08,Recursos · catálogo del patrón Reserva,administrador del hotel,definir tarifas distintas por temporada y día de la semana,cobrar distinto un martes de mayo que un sábado de diciembre,8,servicio-recursos,recursos,tarifas,design/pantallas/TarifasWeb.html,HU-064,"recursos, backend, flutter","1. Dadas varias tarifas que aplican a la misma noche, cuando se calcula el precio, entonces gana la de mayor prioridad.
2. Dada una tarifa con vigencia de fechas, cuando la noche está fuera del rango, entonces no aplica.
3. Dada una tarifa restringida a viernes, sábado y domingo, cuando la noche es un martes, entonces no aplica.
4. Dada una estancia de tres noches con tarifas distintas por noche, cuando se cotiza, entonces cada noche se cobra a su tarifa.
5. Dada una tarifa con estancia mínima de dos noches, cuando se reserva una sola, entonces no aplica.",La prioridad evita obligar al negocio a ordenar o borrar tarifas: un puente festivo se define una vez con prioridad alta y pisa a las demás sin tocarlas.
HU-067,Bloqueos de recurso por mantenimiento,E08,Recursos · catálogo del patrón Reserva,administrador del hotel,bloquear un recurso por un periodo,que no se reserve una habitación que está en obra,5,servicio-recursos,recursos,bloqueos_recurso,—,HU-065,"recursos, backend","1. Dado un bloqueo, cuando lo creo, entonces el recurso no aparece disponible en ese periodo.
2. Dados dos bloqueos del mismo recurso que se solapan, cuando creo el segundo, entonces PostgreSQL lo rechaza por el constraint de exclusión.
3. Dado un bloqueo sobre un periodo con reservas confirmadas, cuando lo creo, entonces se advierte y se listan las reservas afectadas.",
HU-068,Servicios adicionales y políticas de cancelación,E08,Recursos · catálogo del patrón Reserva,administrador del hotel,"ofrecer desayuno, parqueadero y demás, y fijar mis políticas de cancelación",cobrar los extras y saber cuánto retengo si cancelan,3,servicio-recursos,recursos,"servicios_adicionales, politicas_cancelacion",design/pantallas/TarifasWeb.html,HU-064,"recursos, backend, flutter","1. Dado un servicio con modo de cobro por persona por noche, cuando se agrega a una reserva de 2 personas y 3 noches, entonces se cobran 6 unidades.
2. Dado un servicio enlazado a un producto de inventario, cuando se consume, entonces descuenta stock.
3. Dada una política de cancelación, cuando se aplica, entonces define el anticipo requerido y la penalización.",
HU-069,Consultar disponibilidad en un periodo,E09,Reservas · transacción del patrón Reserva,recepcionista,ver qué recursos están libres entre dos fechas,poder responderle al cliente que llama preguntando si hay,8,servicio-reservas,reservas,"reservas, recursos, bloqueos_recurso",design/pantallas/CalendarioWeb.html,"HU-065, HU-067","reservas, backend","1. Dado un periodo, cuando consulto disponibilidad, entonces excluyo los recursos con reservas solapadas y con bloqueos.
2. Dada una reserva `CANCELADA` o `NO_SHOW` en ese periodo, cuando consulto, entonces el recurso sí aparece libre.
3. Dado un check-out a las 11:00, cuando consulto disponibilidad desde las 11:00 del mismo día, entonces el recurso aparece libre.
4. Dado un tipo de recurso con buffer de limpieza, cuando consulto, entonces el buffer se respeta.
5. Dado un hotel de 200 habitaciones y 6 meses de reservas, cuando consulto un mes, entonces responde en menos de 500 ms.",
HU-070,Crear una reserva sin posibilidad de overbooking,E09,Reservas · transacción del patrón Reserva,recepcionista,reservar un recurso para un periodo,vender la habitación con la certeza de que no está vendida ya,13,servicio-reservas,reservas,"reservas, tarifas, politicas_cancelacion",design/pantallas/NuevaReservaWeb.html,"HU-069, HU-066","reservas, backend, clave","1. Dadas dos recepcionistas reservando el mismo recurso y periodo al mismo tiempo, cuando ambas confirman, entonces solo una lo logra y la otra recibe 409.
2. Dado un periodo que se solapa con una reserva CONFIRMADA, cuando intento crearla, entonces PostgreSQL la rechaza por el constraint de exclusión.
3. Dada una reserva que empieza exactamente cuando termina otra, cuando la creo, entonces se permite.
4. Dado el periodo y la tarifa, cuando se cotiza, entonces cada noche toma la tarifa de mayor prioridad que le aplique.
5. Dada la política de cancelación, cuando se crea la reserva, entonces se calcula el anticipo requerido.
6. Dado un periodo con fin anterior o igual al inicio, cuando lo envío, entonces responde 422.",El anti-overbooking NO se valida en Java: un «¿está libre?» seguido de un INSERT tiene ventana de carrera. Lo impide `EXCLUDE USING gist` sobre el periodo `TSTZRANGE`.
HU-071,"Confirmar, cancelar y marcar no-show",E09,Reservas · transacción del patrón Reserva,recepcionista,mover la reserva por sus estados,reflejar lo que de verdad pasó con el huésped,5,servicio-reservas,reservas,"reservas, reserva_eventos, pagos_reserva",—,HU-070,"reservas, backend, flutter","1. Dada una reserva pendiente con anticipo pagado, cuando se confirma, entonces pasa a `CONFIRMADA` y se publica `reserva_confirmada`.
2. Dada una cancelación dentro del plazo de la política, cuando se registra, entonces la penalización es cero.
3. Dada una cancelación fuera de plazo, cuando se registra, entonces se calcula la penalización sobre el total.
4. Dada una reserva cancelada, cuando consulto disponibilidad, entonces el recurso queda libre de inmediato sin borrar el registro.
5. Dado cada cambio de estado, cuando ocurre, entonces queda en `reserva_eventos` con autor y fecha.",
HU-072,Check-in con asignación de recurso,E09,Reservas · transacción del patrón Reserva,recepcionista,hacer el check-in y asignar la habitación concreta,poder vender por tipo y decidir la habitación exacta al llegar el huésped,8,servicio-reservas,reservas,"estancias, reservas, ocupantes",design/pantallas/EstanciaWeb.html,HU-071,"reservas, backend, flutter","1. Dada una reserva sin recurso asignado, cuando hago check-in, entonces asigno uno libre de ese tipo.
2. Dado un recurso ya ocupado, cuando intento asignarlo, entonces el constraint lo rechaza.
3. Dado el check-in, cuando lo registro, entonces se crea la estancia y la reserva pasa a `CHECK_IN`.
4. Dados los ocupantes, cuando los registro, entonces queda el titular identificado con su documento.
5. Dado el check-in, cuando se completa, entonces el recurso pasa a estado `OCUPADO`.",
HU-073,Cargar consumos a la estancia,E09,Reservas · transacción del patrón Reserva,recepcionista,"cargar el minibar, el restaurante y la lavandería a la habitación",que el huésped pague todo junto al salir,5,servicio-reservas,reservas,"consumos_estancia, estancias",design/pantallas/EstanciaWeb.html,HU-072,"reservas, backend, flutter","1. Dada una estancia en curso, cuando cargo un consumo, entonces suma al saldo y queda con su origen y fecha.
2. Dado un consumo enlazado a un producto de inventario, cuando se cierra la estancia, entonces se publica el evento que descuenta stock.
3. Dada una comanda de restaurante, cuando se carga a la habitación, entonces queda enlazada a la estancia por su id.
4. Dada una estancia ya cerrada, cuando intento cargar un consumo, entonces responde 409.",
HU-074,"Check-out, liquidación y cierre de estancia",E09,Reservas · transacción del patrón Reserva,recepcionista,liquidar la cuenta y cerrar la estancia,cobrar todo lo consumido y dejar la habitación lista para el siguiente,8,servicio-reservas,reservas,"estancias, pagos_reserva, consumos_estancia",design/pantallas/EstanciaWeb.html,HU-073,"reservas, backend, flutter","1. Dada la liquidación, cuando la calculo, entonces suma alojamiento, servicios y consumos, y resta el anticipo.
2. Dado el check-out, cuando lo confirmo, entonces se publica `estancia_finalizada` — el evento de cierre equivalente a `venta_completada`.
3. Dado ese evento, cuando lo consume Facturación, entonces emite el documento con origen `RESERVA`.
4. Dado el check-out, cuando se completa, entonces el recurso pasa a estado `LIMPIEZA`, no directamente a disponible.
5. Dado un saldo pendiente, cuando intento cerrar sin cobrarlo, entonces se advierte y se exige confirmación explícita.",
